,User_ID,Model_Used,Donations ($),Time_Spent (min),Conversion_Rate (%),Recommendation_Accuracy (%),Engagement_(min/session),user_age,user_cuisine,gender,taste,likes,rating,place,occasion,dietary_preferences,budget
200,201,0,0,63,0,63.87,7,64,Chinese,Female,Bitter,0,3,Edmonton,anniversary,vegan,$15 - $40
201,202,1,0,135,0,73.63,27,36,Japanese,Male,Bitter,0,2,Vancouver,dinner,vegetarian,no budget
202,203,2,0,106,0,71.17,8.15,37,Indian,Male,Umami,4,5,Hamilton,casual,vegetarian,$40+
203,204,1,0,168,0,71.1,11.2,4,Greek,Female,Spicy,0,3,Montreal,casual,kosher,less than $15
204,205,0,0,60,0,67.37,12,11,Japanese,Male,Bitter,0,2,Edmonton,dinner,vegan,less than $15
205,206,2,7.46,122,13.37,66.14,17.43,9,Italian,Female,Salty,1,2,Edmonton,birthday,gluten free,less than $15
206,207,1,1.84,91,6.8,89.62,10.11,16,Spanish,Male,Bitter,4,5,Hamilton,anniversary,halal,$40+
207,208,0,0,131,0,64.93,16.38,10,Chinese,Female,Umami,5,4,Calgary,anniversary,halal,$15 - $40
208,209,2,0.31,136,8.91,81.49,12.36,30,Italian,Female,Sweet,3,3,Edmonton,casual,halal,$15 - $40
209,210,2,0,122,0,61.39,15.25,17,Japanese,Female,Umami,5,3,Ottawa,anniversary,vegan,$15 - $40
210,211,1,0,103,0,86.55,10.3,6,Italian,Male,Spicy,0,3,Calgary,birthday,gluten free,$15 - $40
211,212,1,18.61,155,9,69.21,17.22,17,Chinese,Male,Salty,5,3,Winnipeg,firstdate,halal,$40+
212,213,2,8.84,168,10.06,70.31,14,69,Japanese,Female,Bitter,2,3,Edmonton,firstdate,halal,no budget
213,214,2,0,132,0,65.79,8.8,29,Greek,Female,Umami,3,2,Quebec City,dinner,gluten free,less than $15
214,215,2,0,77,0,71.31,15.4,9,Chinese,Male,Sweet,4,4,Winnipeg,dinner,gluten free,$40+
215,216,1,0,173,0,66.23,12.36,89,Chinese,Female,Salty,1,1,Hamilton,dinner,vegan,$15 - $40
216,217,2,0,150,0,72.66,30,5,Spanish,Male,Bitter,0,2,Montreal,casual,halal,$40+
217,218,0,0,142,0,83.48,14.2,64,Indian,Male,Sweet,2,3,Quebec City,firstdate,kosher,$15 - $40
218,219,1,0,136,0,67.83,9.07,51,French,Male,Umami,0,1,Quebec City,birthday,halal,$15 - $40
219,220,1,0,152,0,71.32,12.67,1,Japanese,Male,Bitter,3,3,Kitchener,birthday,vegetarian,$40+
220,221,2,0,91,0,85.47,9.1,53,Mexican,Female,Sweet,2,4,Hamilton,casual,vegetarian,$40+
221,222,1,12.6,99,9.38,88.68,12.38,56,Greek,Female,Sweet,1,5,Ottawa,lunch,gluten free,no budget
222,223,2,0,70,0,73.81,6.36,37,Greek,Male,Bitter,0,2,Toronto,casual,kosher,less than $15
223,224,2,0,124,0,84.69,9.54,50,Japanese,Female,Sweet,5,4,Toronto,casual,kosher,$40+
224,225,1,7.18,155,11.51,72.93,14.09,78,Greek,Male,Bitter,4,4,Hamilton,firstdate,vegetarian,less than $15
225,226,1,0,163,0,81.57,13.58,13,Indian,Male,Spicy,1,2,Vancouver,dinner,gluten free,no budget
226,227,2,0,124,0,68.07,8.27,15,Greek,Male,Bitter,3,5,Montreal,tourist,gluten free,no budget
227,228,0,0,158,0,67.43,12.15,58,Greek,Female,Sweet,1,1,Montreal,casual,vegetarian,$40+
228,229,1,0,169,0,89.75,16.9,45,American,Female,Bitter,3,1,Calgary,casual,vegan,less than $15
229,230,1,0,156,0,74.07,22.29,22,Italian,Female,Sweet,2,5,Hamilton,casual,vegetarian,less than $15
230,231,1,3.79,81,12.23,64.61,7.36,64,Italian,Female,Spicy,2,1,Kitchener,dinner,gluten free,no budget
231,232,2,0,140,0,84.23,20,31,Greek,Male,Spicy,4,2,Toronto,lunch,gluten free,no budget
232,233,1,14.31,93,12.05,75.6,6.2,49,French,Female,Umami,4,5,Kitchener,anniversary,halal,no budget
233,234,2,0,155,0,88.18,15.5,97,Indian,Male,Sweet,2,1,Ottawa,tourist,gluten free,$40+
234,235,1,0,99,0,73.69,11,60,Spanish,Male,Sweet,4,1,Winnipeg,casual,vegetarian,less than $15
235,236,1,0,93,0,60.91,7.75,33,Spanish,Male,Salty,5,1,Vancouver,dinner,vegan,$40+
236,237,1,9.13,75,6.55,77.51,6.25,85,Indian,Female,Umami,5,3,Vancouver,dinner,vegetarian,$40+
237,238,0,0,125,0,71.66,10.42,7,French,Female,Sweet,3,3,Hamilton,dinner,halal,less than $15
238,239,1,0,164,0,85.84,20.5,67,French,Female,Sour,1,1,Ottawa,birthday,gluten free,$15 - $40
239,240,1,9,163,11.4,81.45,12.54,58,Japanese,Female,Bitter,4,5,Edmonton,casual,vegetarian,less than $15
240,241,0,0,68,0,66.47,13.6,58,Indian,Female,Sweet,4,3,Kitchener,birthday,vegan,no budget
241,242,2,15.99,110,9.29,78.77,10,17,Italian,Female,Sweet,2,1,Edmonton,anniversary,gluten free,less than $15
242,243,2,0,66,0,62.18,5.08,94,Mexican,Female,Umami,1,1,Montreal,dinner,gluten free,$15 - $40
243,244,2,0,173,0,64.32,17.3,50,Greek,Female,Sweet,4,4,Edmonton,firstdate,vegan,$15 - $40
244,245,2,0,171,0,88.82,28.5,73,Chinese,Female,Salty,2,3,Kitchener,tourist,vegetarian,$40+
245,246,0,0,118,0,85.13,13.11,49,Thai,Male,Sweet,5,2,Quebec City,anniversary,vegan,less than $15
246,247,2,10.94,91,13.03,80.08,7.58,79,Japanese,Female,Bitter,5,4,Ottawa,dinner,kosher,$40+
247,248,0,0,171,0,82.64,13.15,87,Chinese,Female,Sweet,3,5,Toronto,tourist,halal,$15 - $40
248,249,1,0,165,0,85.86,23.57,33,Japanese,Male,Sweet,1,4,Calgary,casual,vegan,less than $15
249,250,2,0,128,0,89.02,25.6,3,Mexican,Female,Spicy,4,5,Montreal,dinner,kosher,no budget
250,251,1,6.17,138,6.99,64.32,17.25,1,Thai,Female,Bitter,3,1,Calgary,firstdate,vegetarian,no budget
251,252,1,0,150,0,74.68,30,5,Thai,Female,Spicy,5,3,Hamilton,dinner,halal,$15 - $40
252,253,0,0,165,0,69.6,27.5,89,Italian,Female,Sweet,4,4,Toronto,lunch,gluten free,no budget
253,254,0,0,124,0,63.24,8.86,72,Spanish,Female,Sweet,4,4,Quebec City,anniversary,halal,$15 - $40
254,255,0,0,109,0,65.87,9.08,88,French,Male,Umami,1,2,Calgary,lunch,gluten free,$40+
255,256,1,0,72,0,61.66,10.29,32,Greek,Male,Spicy,5,4,Quebec City,tourist,gluten free,$40+
256,257,2,0,153,0,83.03,19.12,86,Mexican,Female,Sweet,0,4,Edmonton,birthday,gluten free,no budget
257,258,2,9.88,132,5.92,69.69,14.67,75,Spanish,Female,Bitter,4,5,Ottawa,dinner,gluten free,no budget
258,259,0,0,149,0,61.9,16.56,79,Greek,Female,Sweet,5,1,Edmonton,firstdate,gluten free,$40+
259,260,1,0,164,0,76.35,27.33,14,Greek,Female,Spicy,4,3,Winnipeg,birthday,gluten free,$40+
260,261,1,0,84,0,87.24,7.64,84,Mexican,Female,Umami,3,3,Vancouver,firstdate,gluten free,$40+
261,262,2,0,101,0,87.07,10.1,16,American,Female,Bitter,5,5,Winnipeg,tourist,gluten free,$40+
262,263,2,0,80,0,72.9,6.15,96,Italian,Female,Spicy,5,2,Calgary,dinner,halal,less than $15
263,264,0,16.93,70,14.83,86.72,11.67,60,Indian,Male,Sweet,0,3,Vancouver,anniversary,kosher,$40+
264,265,0,0,82,0,77.54,5.47,32,Indian,Male,Salty,1,2,Ottawa,birthday,halal,no budget
265,266,1,10.83,175,12.08,67.55,14.58,31,Japanese,Male,Bitter,5,4,Quebec City,anniversary,vegetarian,less than $15
266,267,0,0,130,0,78.47,21.67,41,Thai,Female,Bitter,1,5,Montreal,casual,gluten free,$40+
267,268,2,16.51,65,11.49,88.46,5.91,25,Chinese,Female,Umami,0,1,Hamilton,lunch,halal,$15 - $40
268,269,2,0,77,0,89.42,5.92,13,Spanish,Female,Salty,1,5,Montreal,lunch,gluten free,$15 - $40
269,270,2,13.02,76,5.34,85.44,15.2,54,Thai,Male,Salty,3,4,Hamilton,dinner,vegetarian,no budget
270,271,2,0,137,0,62.71,11.42,88,Chinese,Female,Sour,4,2,Kitchener,lunch,vegan,less than $15
271,272,2,0,112,0,72.6,11.2,93,Japanese,Female,Bitter,4,5,Hamilton,lunch,vegetarian,$15 - $40
272,273,0,0,101,0,79.63,11.22,66,Indian,Male,Sweet,4,3,Quebec City,lunch,gluten free,less than $15
273,274,0,0,159,0,69.58,11.36,60,Mexican,Female,Sweet,3,2,Montreal,tourist,kosher,no budget
274,275,0,0,134,0,65.15,13.4,16,American,Female,Sour,0,4,Quebec City,birthday,kosher,less than $15
275,276,2,0,98,0,79.32,16.33,42,American,Male,Salty,0,5,Hamilton,birthday,halal,$15 - $40
276,277,1,0,104,0,73.02,10.4,41,American,Male,Bitter,0,4,Ottawa,firstdate,kosher,no budget
277,278,0,0,110,0,63.33,18.33,16,American,Female,Sour,4,2,Toronto,tourist,kosher,$40+
278,279,2,13.89,72,8.08,88.33,5.14,33,Japanese,Male,Sour,3,1,Kitchener,lunch,gluten free,$40+
279,280,2,11.79,99,8.95,61.92,7.62,60,Chinese,Male,Umami,5,1,Vancouver,anniversary,vegan,$15 - $40
280,281,0,0,134,0,83.61,16.75,3,Italian,Male,Sour,3,2,Montreal,birthday,vegan,$40+
281,282,1,0,112,0,83.88,9.33,77,Indian,Female,Spicy,1,4,Toronto,lunch,vegetarian,less than $15
282,283,2,0,167,0,60.96,20.88,85,Mexican,Male,Sour,5,5,Vancouver,anniversary,vegetarian,$40+
283,284,0,16.09,139,5.57,81.15,13.9,45,Spanish,Male,Sour,2,5,Ottawa,dinner,kosher,$15 - $40
284,285,1,0,98,0,61.84,10.89,26,American,Female,Umami,3,4,Hamilton,dinner,gluten free,$40+
285,286,1,0,89,0,72.54,7.42,84,Thai,Female,Salty,0,5,Edmonton,anniversary,halal,$15 - $40
286,287,2,0,73,0,84.98,6.64,99,Chinese,Male,Spicy,0,1,Winnipeg,casual,gluten free,$40+
287,288,1,0,153,0,74.78,25.5,61,Thai,Male,Bitter,3,4,Toronto,casual,vegan,no budget
288,289,0,0,133,0,89.07,8.87,9,Spanish,Male,Umami,2,1,Calgary,anniversary,kosher,$15 - $40
289,290,0,6.71,157,5.15,68.35,31.4,49,Indian,Male,Spicy,1,1,Ottawa,birthday,vegan,less than $15
290,291,0,0,89,0,63.61,14.83,90,Thai,Female,Salty,0,4,Hamilton,birthday,vegetarian,$40+
291,292,2,3.99,143,5.7,78.78,15.89,67,Mexican,Female,Spicy,3,4,Kitchener,lunch,vegan,less than $15
292,293,0,0,153,0,61.48,17,40,Japanese,Male,Sour,3,4,Vancouver,birthday,gluten free,less than $15
293,294,0,0,114,0,81.44,8.77,60,French,Female,Bitter,5,4,Hamilton,birthday,gluten free,no budget
294,295,2,14.83,168,9.75,76.48,12.92,29,Spanish,Male,Spicy,2,4,Vancouver,dinner,halal,no budget
295,296,1,0,124,0,70.41,20.67,100,Indian,Female,Spicy,1,1,Ottawa,firstdate,vegan,less than $15
296,297,0,5.48,107,13.16,82.33,13.38,9,French,Male,Bitter,4,1,Kitchener,tourist,vegetarian,no budget
297,298,1,0,125,0,73.55,12.5,25,Chinese,Female,Spicy,2,5,Edmonton,firstdate,gluten free,no budget
298,299,1,12.7,134,7.6,72.15,13.4,26,Chinese,Male,Spicy,2,5,Vancouver,birthday,gluten free,$15 - $40
299,300,2,0,167,0,84.34,16.7,47,Thai,Female,Sour,3,3,Edmonton,lunch,kosher,no budget
300,301,2,16.65,103,11.28,79.1,14.71,47,French,Female,Salty,3,1,Kitchener,anniversary,vegan,$15 - $40
301,302,2,0,105,0,61.59,15,53,Spanish,Male,Spicy,2,1,Hamilton,casual,vegetarian,less than $15
302,303,2,0,170,0,87.03,13.08,64,American,Female,Umami,4,3,Winnipeg,firstdate,vegetarian,less than $15
303,304,1,19.94,61,10.07,72.42,5.08,36,Indian,Female,Salty,1,4,Ottawa,firstdate,halal,$40+
304,305,0,4.9,150,14.96,68.32,10.71,63,Japanese,Female,Spicy,3,2,Hamilton,casual,kosher,no budget
305,306,1,14.93,79,13.66,89.73,6.08,18,Thai,Male,Salty,0,3,Vancouver,casual,halal,no budget
306,307,1,0,74,0,66.22,4.93,30,Chinese,Female,Bitter,5,5,Hamilton,lunch,gluten free,$40+
307,308,1,0,82,0,82.52,16.4,51,Thai,Male,Salty,2,2,Kitchener,dinner,vegetarian,$15 - $40
308,309,0,11.13,137,11.76,82.14,12.45,23,Thai,Female,Sour,4,5,Kitchener,birthday,vegan,no budget
309,310,2,0,161,0,82.84,32.2,95,Indian,Male,Bitter,0,1,Kitchener,firstdate,vegan,$40+
310,311,1,0,139,0,79.67,9.93,94,Indian,Male,Sour,2,1,Vancouver,casual,gluten free,$15 - $40
311,312,2,6.23,175,6.8,77.63,12.5,1,French,Female,Spicy,2,3,Vancouver,dinner,kosher,$15 - $40
312,313,2,0,93,0,89.78,7.15,1,Spanish,Female,Spicy,5,1,Ottawa,casual,gluten free,$40+
313,314,0,0,178,0,62.29,25.43,60,Mexican,Male,Sweet,0,4,Calgary,lunch,vegetarian,$15 - $40
314,315,1,16.63,157,10.41,83.79,31.4,87,Indian,Male,Sweet,0,5,Quebec City,dinner,halal,less than $15
315,316,0,0,128,0,65.78,16,57,Mexican,Male,Spicy,1,4,Montreal,anniversary,vegetarian,no budget
316,317,1,0,96,0,72.87,8,97,Indian,Male,Spicy,4,2,Montreal,dinner,kosher,$15 - $40
317,318,1,4.03,88,6.51,88.29,5.87,96,French,Female,Sweet,2,4,Edmonton,birthday,gluten free,less than $15
318,319,0,0,63,0,86.14,4.2,97,Greek,Male,Umami,1,4,Calgary,birthday,halal,no budget
319,320,2,0,74,0,64.1,5.69,25,American,Female,Umami,1,3,Winnipeg,lunch,kosher,less than $15
320,321,1,0,175,0,76.3,15.91,1,Chinese,Female,Sweet,3,1,Ottawa,tourist,vegetarian,less than $15
321,322,1,0,151,0,78.84,13.73,57,Indian,Female,Bitter,2,3,Kitchener,anniversary,gluten free,no budget
322,323,1,5.74,88,7.01,78.65,6.29,40,Chinese,Female,Umami,3,4,Kitchener,dinner,gluten free,$40+
323,324,2,11.94,93,14.19,88.5,13.29,56,Italian,Male,Umami,3,1,Quebec City,anniversary,halal,$40+
324,325,2,0,85,0,77.84,8.5,54,Italian,Male,Sweet,4,5,Ottawa,anniversary,gluten free,no budget
325,326,0,0,108,0,81.1,9,8,Italian,Male,Sweet,4,1,Hamilton,lunch,vegan,no budget
326,327,2,18.19,72,9.15,83.23,12,17,Greek,Female,Spicy,5,3,Calgary,lunch,kosher,$40+
327,328,0,3.02,112,5.03,71.62,7.47,75,American,Male,Salty,0,5,Hamilton,anniversary,vegetarian,$15 - $40
328,329,0,0,99,0,62.9,9,97,French,Female,Spicy,1,4,Hamilton,firstdate,vegan,$40+
329,330,2,0,112,0,60.58,8,76,American,Male,Sweet,0,1,Calgary,firstdate,vegetarian,no budget
330,331,1,0,97,0,70.93,13.86,92,Italian,Female,Spicy,0,1,Calgary,dinner,vegetarian,$15 - $40
331,332,0,18.45,75,10.49,75.79,9.38,57,French,Male,Bitter,3,2,Montreal,lunch,vegan,no budget
332,333,2,0,151,0,87.28,10.07,34,Greek,Female,Sweet,2,3,Hamilton,dinner,kosher,less than $15
333,334,0,0,172,0,78.29,13.23,17,Chinese,Female,Umami,3,3,Quebec City,lunch,vegetarian,$40+
334,335,0,0,63,0,65.08,4.5,70,French,Female,Bitter,4,5,Montreal,tourist,halal,$15 - $40
335,336,1,0,144,0,87.67,10.29,9,American,Female,Spicy,3,5,Montreal,dinner,vegan,$40+
336,337,0,0,173,0,84.76,11.53,32,Japanese,Male,Spicy,0,1,Vancouver,dinner,kosher,less than $15
337,338,2,0,106,0,71.25,17.67,71,Chinese,Female,Umami,1,2,Montreal,birthday,vegan,less than $15
338,339,2,0,125,0,79.07,11.36,77,American,Female,Sour,4,4,Kitchener,anniversary,kosher,$15 - $40
339,340,1,0,179,0,88.78,12.79,87,Italian,Female,Salty,5,2,Hamilton,firstdate,kosher,less than $15
340,341,0,0,84,0,61.72,14,32,French,Female,Bitter,5,3,Hamilton,lunch,halal,less than $15
341,342,1,12.46,131,8.48,78.53,14.56,87,French,Male,Sour,4,4,Hamilton,birthday,halal,no budget
342,343,1,0,159,0,87.98,19.88,64,Greek,Male,Salty,4,5,Winnipeg,dinner,vegetarian,no budget
343,344,1,0,168,0,78.89,33.6,31,Japanese,Male,Sweet,2,2,Winnipeg,birthday,vegan,less than $15
344,345,0,0,159,0,74.96,26.5,89,Mexican,Male,Sweet,2,2,Winnipeg,birthday,vegan,less than $15
345,346,2,0,168,0,73.48,24,6,American,Male,Sweet,2,4,Montreal,birthday,halal,$15 - $40
346,347,1,19.52,84,5.53,67.4,5.6,71,American,Male,Umami,5,3,Toronto,tourist,gluten free,$15 - $40
347,348,1,0,172,0,68.54,34.4,89,American,Female,Sour,1,4,Kitchener,casual,gluten free,$40+
348,349,0,13.92,112,14.24,74.14,11.2,96,Japanese,Male,Salty,1,3,Kitchener,anniversary,vegan,less than $15
349,350,0,16.42,103,7.89,64.1,11.44,64,Japanese,Male,Salty,4,1,Winnipeg,birthday,kosher,no budget
350,351,2,13.75,86,13.09,72.1,6.14,29,Thai,Female,Sweet,5,3,Calgary,tourist,kosher,less than $15
351,352,0,0,125,0,71.06,8.93,61,Chinese,Male,Bitter,0,3,Vancouver,firstdate,vegan,$15 - $40
352,353,1,0,161,0,72.19,11.5,35,Chinese,Female,Salty,5,5,Ottawa,dinner,vegan,$15 - $40
353,354,1,0,97,0,74.69,19.4,88,Indian,Male,Bitter,1,2,Toronto,firstdate,vegan,less than $15
354,355,0,0,162,0,70.92,23.14,36,Spanish,Female,Sweet,4,3,Toronto,casual,kosher,no budget
355,356,0,0,62,0,85.04,6.2,35,Mexican,Male,Salty,3,5,Montreal,lunch,vegan,$40+
356,357,1,3.9,113,14.65,87.9,12.56,33,Indian,Female,Salty,4,1,Hamilton,tourist,gluten free,$15 - $40
357,358,2,15.95,64,12.7,85.94,4.57,22,Italian,Male,Salty,0,4,Calgary,tourist,vegetarian,less than $15
358,359,2,0,69,0,80.15,5.31,29,American,Female,Sour,1,2,Quebec City,birthday,gluten free,$40+
359,360,1,0,160,0,71.08,10.67,20,French,Male,Sweet,2,1,Hamilton,casual,halal,less than $15
360,361,0,0,91,0,75.2,13,29,Thai,Female,Spicy,0,3,Quebec City,tourist,gluten free,$40+
361,362,0,0,104,0,61.13,13,63,Japanese,Male,Bitter,2,3,Ottawa,casual,vegetarian,no budget
362,363,0,10.91,107,12.26,69.46,17.83,77,Japanese,Male,Umami,2,2,Ottawa,firstdate,kosher,$15 - $40
363,364,2,0,167,0,82.15,20.88,58,Greek,Female,Umami,2,4,Ottawa,birthday,halal,$40+
364,365,0,0,120,0,69.4,24,99,Mexican,Female,Sweet,1,1,Calgary,tourist,kosher,$40+
365,366,2,0,78,0,73.86,8.67,70,Spanish,Female,Umami,2,4,Edmonton,tourist,vegan,no budget
366,367,1,0,91,0,70.13,10.11,78,Thai,Female,Sweet,0,4,Winnipeg,lunch,vegan,no budget
367,368,0,0,150,0,82.46,25,8,French,Female,Bitter,5,5,Winnipeg,casual,halal,$40+
368,369,0,0,171,0,63.27,13.15,83,Japanese,Female,Sweet,1,5,Winnipeg,firstdate,halal,no budget
369,370,0,0,140,0,68.31,11.67,41,French,Female,Salty,0,4,Winnipeg,firstdate,kosher,$15 - $40
370,371,1,6.86,62,8,66.74,8.86,81,Spanish,Female,Bitter,4,1,Montreal,tourist,vegetarian,less than $15
371,372,0,2.82,62,9.3,69.58,6.89,75,Greek,Male,Bitter,2,3,Ottawa,lunch,kosher,less than $15
372,373,1,0,99,0,89.53,7.07,35,Italian,Female,Salty,3,4,Winnipeg,dinner,halal,less than $15
373,374,2,0,138,0,66.16,23,80,Italian,Male,Umami,5,4,Hamilton,birthday,kosher,$15 - $40
374,375,2,0,134,0,68.84,11.17,21,French,Female,Sour,3,5,Vancouver,birthday,vegetarian,$40+
375,376,0,0,106,0,72.58,17.67,75,Mexican,Male,Bitter,2,3,Hamilton,dinner,halal,$40+
376,377,2,12.05,125,13.94,76.24,12.5,57,French,Female,Sweet,4,5,Ottawa,birthday,vegetarian,less than $15
377,378,1,5.95,102,10.97,71.12,6.8,47,Mexican,Male,Sour,0,3,Ottawa,anniversary,vegetarian,no budget
378,379,0,0,84,0,71.2,12,56,Greek,Female,Sweet,3,3,Kitchener,dinner,gluten free,no budget
379,380,2,0,81,0,78.29,10.12,31,Indian,Female,Salty,1,1,Quebec City,casual,gluten free,$40+
380,381,1,0,180,0,83.72,16.36,2,Greek,Male,Sour,2,3,Toronto,casual,kosher,$40+
381,382,1,15.45,63,14.75,70.93,9,7,Japanese,Female,Spicy,0,5,Edmonton,lunch,halal,$40+
382,383,1,0,145,0,66.77,16.11,71,American,Male,Salty,0,4,Calgary,anniversary,kosher,no budget
383,384,0,0,160,0,78.86,17.78,90,Greek,Male,Sour,3,4,Ottawa,birthday,kosher,$40+
384,385,2,2.45,123,8.44,74.07,13.67,5,French,Female,Salty,4,1,Edmonton,lunch,gluten free,no budget
385,386,0,5.37,162,11.76,86.34,23.14,100,Greek,Male,Sweet,5,4,Toronto,birthday,vegan,less than $15
386,387,1,0,166,0,66.46,11.07,68,French,Female,Sweet,1,2,Vancouver,firstdate,vegetarian,$40+
387,388,1,0,72,0,70.05,9,57,Spanish,Male,Salty,0,4,Edmonton,birthday,gluten free,less than $15
388,389,1,0,169,0,83.67,11.27,40,Mexican,Female,Spicy,3,1,Quebec City,casual,vegetarian,$40+
389,390,1,0,100,0,61.69,10,73,French,Male,Salty,4,2,Edmonton,dinner,kosher,less than $15
390,391,1,0,157,0,61.94,14.27,45,Thai,Male,Spicy,0,4,Winnipeg,birthday,halal,$40+
391,392,1,0,65,0,62.96,5,59,American,Female,Salty,0,3,Vancouver,tourist,vegan,no budget
392,393,0,0,67,0,65.96,4.79,78,Indian,Male,Sour,4,3,Hamilton,lunch,vegan,$15 - $40
393,394,1,0,87,0,77.36,6.21,76,Italian,Female,Sour,4,5,Toronto,dinner,gluten free,$15 - $40
394,395,2,0,80,0,78.87,6.67,34,Japanese,Female,Spicy,2,2,Vancouver,dinner,vegan,less than $15
395,396,2,0,111,0,81.48,13.88,64,American,Female,Sour,4,5,Vancouver,casual,vegan,no budget
396,397,1,0,168,0,63.96,15.27,46,Mexican,Male,Umami,5,1,Ottawa,anniversary,kosher,less than $15
397,398,1,3.33,83,7.84,68.42,8.3,43,Japanese,Male,Salty,3,3,Edmonton,lunch,vegan,$40+
398,399,2,0,71,0,63.9,11.83,18,Mexican,Male,Umami,5,4,Hamilton,dinner,kosher,less than $15
399,400,2,2.02,94,5.09,63.94,8.55,9,Greek,Female,Spicy,3,5,Montreal,lunch,kosher,$40+
